Username,Produk,Review,Rating,ReviewAt
user_16209,Powerbank,Produk tidak sesuai gambar.,1,2023-08-13
user_8948,Headset Gaming,Barang rusak saat diterima.,1,2024-02-29
user_12205,Celana Jeans,Barang tidak berfungsi dengan baik.,3,2023-06-01
user_11879,Kaos Polos,Baru dipakai sebentar sudah rusak.,2,2024-03-05
user_13859,Kemeja Pria,Sudah komplain tapi tidak ada solusi.,3,2023-09-11
user_1522,Jam Tangan Digital,Warna tidak sesuai pesanan.,3,2023-01-16
user_12364,Buku Catatan,Barang rusak saat diterima.,1,2023-01-27
user_9558,Smartphone Android,Sudah komplain tapi tidak ada solusi.,2,2023-05-05
user_23458,Kursi Lipat,"Barang cacat, sangat mengecewakan.",3,2024-06-09
user_6628,Powerbank,Kualitas sangat buruk.,3,2023-08-04
user_731,Flashdisk 64GB,Terlalu mahal untuk kualitas seperti ini.,1,2024-02-09
user_362,Meja Belajar,Barang tidak berfungsi dengan baik.,1,2024-06-29
user_10825,Mouse Wireless,Penjual tidak merespon chat.,2,2024-12-02
user_22551,Lampu Tidur,Rating tinggi tapi kualitas rendah.,3,2023-07-25
user_8493,Kaos Polos,Produk tidak sesuai gambar.,1,2024-06-30
user_2558,Kemeja Pria,Kualitas sangat buruk.,1,2023-07-05
user_9873,Keyboard Mechanical,Sudah komplain tapi tidak ada solusi.,2,2023-12-12
user_5208,Powerbank,Penjual tidak merespon chat.,2,2023-03-15
user_19646,Tas Wanita,"Barang cacat, sangat mengecewakan.",1,2024-11-03
user_3963,Buku Catatan,Packing asal-asalan.,1,2023-03-10
user_24662,Kaos Polos,"Barang palsu, bukan original.",3,2024-05-04
user_313,Skincare Serum,Baru dipakai sebentar sudah rusak.,3,2024-09-14
user_7116,Sepatu Sneakers,Penjual tidak merespon chat.,2,2023-02-03
user_20136,Tas Wanita,Packing asal-asalan.,2,2024-03-04
user_11831,Powerbank,"Servis buruk, tidak profesional.",1,2024-09-09
user_20875,Kemeja Pria,Penjual tidak merespon chat.,3,2024-05-04
user_12011,Buku Catatan,"Barang cacat, sangat mengecewakan.",1,2023-02-10
user_19087,Flashdisk 64GB,Warna tidak sesuai pesanan.,3,2023-06-30
user_12383,Kaos Polos,Packing asal-asalan.,3,2024-12-12
user_1306,Kursi Lipat,Kualitas sangat buruk.,1,2023-12-04
user_22963,Headset Gaming,Kualitas sangat buruk.,2,2024-07-19
user_1260,Kaos Polos,Warna tidak sesuai pesanan.,2,2023-06-06
user_4809,Rak Sepatu,Warna tidak sesuai pesanan.,2,2024-05-12
user_17931,Celana Jeans,Kualitas sangat buruk.,1,2024-11-23
user_19639,Headset Gaming,"Beli karena review bagus, ternyata zonk.",1,2024-04-29
user_20159,Rak Sepatu,Pengiriman sangat lama.,3,2024-11-18
user_8179,Meja Belajar,Rating tinggi tapi kualitas rendah.,3,2023-10-10
user_18830,Meja Belajar,Produk kotor dan tidak layak pakai.,1,2023-08-11
user_10254,Keyboard Mechanical,Kualitas sangat buruk.,3,2024-08-02
user_5078,Keyboard Mechanical,"Servis buruk, tidak profesional.",2,2024-04-27
user_10069,Lampu Tidur,Produk kotor dan tidak layak pakai.,2,2024-08-25
user_11881,Kaos Polos,Ukuran tidak sesuai deskripsi.,3,2023-06-29
user_9110,Skincare Serum,Warna tidak sesuai pesanan.,3,2024-11-25
user_16450,Powerbank,Kualitas sangat buruk.,3,2023-07-21
user_6942,Rak Sepatu,Rating tinggi tapi kualitas rendah.,3,2023-05-02
user_16470,Powerbank,Kualitas sangat buruk.,3,2023-10-30
user_20703,Headset Gaming,"Barang palsu, bukan original.",2,2023-06-15
user_21895,Rak Sepatu,Baru dipakai sebentar sudah rusak.,2,2023-09-14
user_15364,Celana Jeans,Barang tidak berfungsi dengan baik.,3,2023-11-13
user_12444,Buku Catatan,Barang tidak berfungsi dengan baik.,1,2024-02-24
user_10446,Rak Sepatu,"Servis buruk, tidak profesional.",1,2023-02-07
user_1498,Sepatu Sneakers,Ukuran tidak sesuai deskripsi.,1,2024-01-06
user_24993,Makeup Set,Kualitas sangat buruk.,3,2023-06-15
user_18352,Tas Wanita,Terlalu mahal untuk kualitas seperti ini.,2,2023-05-04
user_18512,Powerbank,Barang rusak saat diterima.,3,2023-11-21
user_19949,Lampu Tidur,Terlalu mahal untuk kualitas seperti ini.,2,2024-10-16
user_8414,Makeup Set,"Barang cacat, sangat mengecewakan.",1,2024-11-02
user_18725,Meja Belajar,"Beli karena review bagus, ternyata zonk.",3,2023-08-15
user_2037,Headset Gaming,Barang tidak berfungsi dengan baik.,2,2023-01-24
user_18823,Mouse Wireless,Produk kotor dan tidak layak pakai.,2,2023-01-23
user_18216,Headset Gaming,Produk kotor dan tidak layak pakai.,2,2023-09-25
user_19988,Rak Sepatu,Baru dipakai sebentar sudah rusak.,3,2023-08-15
user_14956,Flashdisk 64GB,Produk tidak sesuai gambar.,3,2024-09-11
user_22585,Kemeja Pria,"Beli karena review bagus, ternyata zonk.",3,2024-08-09
user_22079,Buku Catatan,Terlalu mahal untuk kualitas seperti ini.,3,2024-01-13
user_22349,Flashdisk 64GB,Sudah komplain tapi tidak ada solusi.,1,2024-08-18
user_16099,Kursi Lipat,Baru dipakai sebentar sudah rusak.,3,2023-10-09
user_4539,Jam Tangan Digital,"Beli karena review bagus, ternyata zonk.",1,2023-11-26
user_14034,Buku Catatan,Barang rusak saat diterima.,1,2024-03-03
user_22251,Parfum Wanita,Sudah komplain tapi tidak ada solusi.,1,2024-10-13
user_12588,Rak Sepatu,Ukuran tidak sesuai deskripsi.,1,2024-05-08
user_18858,Keyboard Mechanical,Warna tidak sesuai pesanan.,1,2023-03-14
user_21604,Celana Jeans,Warna tidak sesuai pesanan.,2,2024-08-12
user_20383,Jam Tangan Digital,"Barang cacat, sangat mengecewakan.",1,2023-09-19
user_21650,Skincare Serum,Sangat kecewa dengan produk ini.,1,2023-02-14
user_8896,Parfum Wanita,Produk kotor dan tidak layak pakai.,1,2023-09-22
user_6565,Makeup Set,Kualitas sangat buruk.,2,2024-09-21
user_9522,Flashdisk 64GB,Produk tidak sesuai gambar.,3,2023-08-28
user_10227,Flashdisk 64GB,Warna tidak sesuai pesanan.,1,2024-11-02
user_5380,Sepatu Sneakers,Baru dipakai sebentar sudah rusak.,1,2024-07-05
user_23716,Celana Jeans,Pengiriman sangat lama.,1,2024-09-02
user_2931,Kursi Lipat,Produk tidak sesuai gambar.,2,2023-01-27
user_7055,Makeup Set,Sudah komplain tapi tidak ada solusi.,2,2023-04-22
user_24101,Kaos Polos,Kualitas sangat buruk.,1,2023-01-29
user_20397,Buku Catatan,Sangat kecewa dengan produk ini.,3,2023-12-29
user_11815,Parfum Wanita,Tidak direkomendasikan sama sekali.,2,2024-08-15
user_6042,Flashdisk 64GB,Pengiriman sangat lama.,1,2023-03-12
user_187,Jam Tangan Digital,"Servis buruk, tidak profesional.",2,2023-11-30
user_9245,Rak Sepatu,Ukuran tidak sesuai deskripsi.,3,2024-05-02
user_3804,Powerbank,"Barang cacat, sangat mengecewakan.",1,2024-06-18
user_24076,Meja Belajar,Barang tidak berfungsi dengan baik.,3,2024-11-03
user_12506,Jam Tangan Digital,Barang rusak saat diterima.,3,2024-08-21
user_13951,Buku Catatan,Warna tidak sesuai pesanan.,3,2023-06-15
user_15747,Skincare Serum,Penjual tidak merespon chat.,3,2024-01-12
user_2448,Flashdisk 64GB,"Barang palsu, bukan original.",2,2024-10-27
user_9334,Kursi Lipat,Baru dipakai sebentar sudah rusak.,3,2024-04-18
user_17066,Kursi Lipat,Pengiriman sangat lama.,2,2024-02-19
user_12204,Jam Tangan Digital,Produk tidak sesuai gambar.,2,2024-12-07
user_18031,Smartphone Android,Sudah komplain tapi tidak ada solusi.,3,2024-06-15
user_18897,Makeup Set,Ukuran tidak sesuai deskripsi.,2,2024-11-04
user_8046,Makeup Set,Terlalu mahal untuk kualitas seperti ini.,2,2023-09-26
user_9519,Kaos Polos,"Barang cacat, sangat mengecewakan.",2,2024-08-15
user_14466,Sepatu Sneakers,Baru dipakai sebentar sudah rusak.,2,2023-05-12
user_22749,Rak Sepatu,Ukuran tidak sesuai deskripsi.,3,2024-02-06
user_14731,Powerbank,Produk kotor dan tidak layak pakai.,1,2024-09-11
user_15114,Keyboard Mechanical,Tidak direkomendasikan sama sekali.,2,2024-06-17
user_11155,Sepatu Sneakers,Packing asal-asalan.,2,2024-09-15
user_17263,Skincare Serum,Terlalu mahal untuk kualitas seperti ini.,2,2023-09-03
user_14106,Kemeja Pria,"Servis buruk, tidak profesional.",2,2023-06-24
user_15617,Flashdisk 64GB,"Beli karena review bagus, ternyata zonk.",2,2024-08-15
user_15701,Makeup Set,Barang tidak berfungsi dengan baik.,2,2024-07-15
user_17022,Rak Sepatu,Penjual tidak merespon chat.,3,2024-04-14
user_22368,Mouse Wireless,Rating tinggi tapi kualitas rendah.,2,2024-03-17
user_10354,Keyboard Mechanical,Rating tinggi tapi kualitas rendah.,2,2024-11-26
user_24,Keyboard Mechanical,Kualitas sangat buruk.,2,2023-03-26
user_22355,Buku Catatan,Warna tidak sesuai pesanan.,1,2023-09-02
user_8651,Celana Jeans,"Beli karena review bagus, ternyata zonk.",2,2023-08-17
user_12956,Celana Jeans,"Barang palsu, bukan original.",1,2024-11-02
user_647,Makeup Set,Sangat kecewa dengan produk ini.,2,2024-08-14
user_16222,Meja Belajar,Kualitas sangat buruk.,1,2023-04-21
user_13030,Jam Tangan Digital,Terlalu mahal untuk kualitas seperti ini.,3,2024-01-07
user_14455,Powerbank,"Barang cacat, sangat mengecewakan.",1,2024-06-12
user_8435,Jam Tangan Digital,Tidak direkomendasikan sama sekali.,1,2023-08-07
user_13603,Keyboard Mechanical,Terlalu mahal untuk kualitas seperti ini.,3,2024-10-11
user_16842,Meja Belajar,"Barang cacat, sangat mengecewakan.",1,2024-06-20
user_16070,Kemeja Pria,"Barang cacat, sangat mengecewakan.",3,2023-08-24
user_13020,Powerbank,"Beli karena review bagus, ternyata zonk.",3,2023-06-01
user_5437,Smartphone Android,"Barang palsu, bukan original.",3,2023-10-23
user_2683,Flashdisk 64GB,Ukuran tidak sesuai deskripsi.,3,2023-02-25
user_22075,Parfum Wanita,"Barang cacat, sangat mengecewakan.",1,2024-04-05
user_14485,Tas Wanita,"Servis buruk, tidak profesional.",1,2024-11-07
user_6059,Flashdisk 64GB,Packing asal-asalan.,1,2023-06-24
user_23872,Jam Tangan Digital,Packing asal-asalan.,3,2023-04-15
user_1331,Skincare Serum,"Barang cacat, sangat mengecewakan.",2,2023-08-30
user_23668,Lampu Tidur,"Servis buruk, tidak profesional.",3,2023-05-21
user_24295,Lampu Tidur,Sangat kecewa dengan produk ini.,3,2023-02-22
user_7402,Skincare Serum,Sudah komplain tapi tidak ada solusi.,1,2024-04-14
user_14366,Flashdisk 64GB,"Servis buruk, tidak profesional.",2,2023-01-07
user_2065,Celana Jeans,Pengiriman sangat lama.,1,2024-04-20
user_16556,Celana Jeans,Packing asal-asalan.,2,2024-10-11
user_17637,Buku Catatan,Produk kotor dan tidak layak pakai.,2,2023-04-02
user_9387,Mouse Wireless,"Beli karena review bagus, ternyata zonk.",1,2023-09-08
user_14226,Celana Jeans,Sangat kecewa dengan produk ini.,1,2023-11-28
user_3341,Mouse Wireless,Tidak direkomendasikan sama sekali.,1,2023-09-22
user_6353,Rak Sepatu,Sudah komplain tapi tidak ada solusi.,2,2024-06-26
user_18017,Powerbank,"Barang cacat, sangat mengecewakan.",2,2024-01-10
user_13288,Rak Sepatu,Ukuran tidak sesuai deskripsi.,3,2024-11-30
user_16635,Smartphone Android,Kualitas sangat buruk.,2,2024-02-09
user_24463,Jam Tangan Digital,Barang tidak berfungsi dengan baik.,2,2023-07-30
user_20184,Kursi Lipat,Barang rusak saat diterima.,2,2023-12-03
user_10810,Flashdisk 64GB,"Barang palsu, bukan original.",2,2024-12-06
user_3065,Mouse Wireless,Baru dipakai sebentar sudah rusak.,3,2023-11-26
user_4444,Smartphone Android,Kualitas sangat buruk.,2,2024-04-22
user_16758,Rak Sepatu,"Beli karena review bagus, ternyata zonk.",2,2024-04-23
user_23227,Skincare Serum,Sudah komplain tapi tidak ada solusi.,2,2024-04-04
user_2820,Skincare Serum,Sudah komplain tapi tidak ada solusi.,1,2024-03-07
user_11888,Headset Gaming,Warna tidak sesuai pesanan.,3,2024-07-22
user_7953,Sepatu Sneakers,Pengiriman sangat lama.,1,2023-09-30
user_17417,Parfum Wanita,"Barang cacat, sangat mengecewakan.",2,2024-07-05
user_8783,Keyboard Mechanical,Penjual tidak merespon chat.,3,2023-04-24
user_19702,Flashdisk 64GB,Produk kotor dan tidak layak pakai.,1,2023-08-15
user_4599,Flashdisk 64GB,Produk tidak sesuai gambar.,2,2024-03-11
user_7977,Keyboard Mechanical,"Beli karena review bagus, ternyata zonk.",1,2023-10-28
user_215,Kemeja Pria,Sudah komplain tapi tidak ada solusi.,3,2023-09-01
user_3906,Parfum Wanita,Terlalu mahal untuk kualitas seperti ini.,1,2023-07-04
user_11181,Celana Jeans,Barang rusak saat diterima.,1,2024-06-03
user_9265,Celana Jeans,Penjual tidak merespon chat.,3,2024-05-16
user_7467,Makeup Set,"Barang palsu, bukan original.",2,2023-08-16
user_21765,Smartphone Android,Produk tidak sesuai gambar.,3,2023-06-07
user_24152,Makeup Set,Sangat kecewa dengan produk ini.,1,2023-07-29
user_13283,Makeup Set,Sudah komplain tapi tidak ada solusi.,1,2023-12-19
user_15413,Buku Catatan,Baru dipakai sebentar sudah rusak.,3,2024-08-16
user_1644,Meja Belajar,Warna tidak sesuai pesanan.,3,2024-11-14
user_4791,Flashdisk 64GB,Kualitas sangat buruk.,1,2024-07-16
user_10837,Headset Gaming,Produk kotor dan tidak layak pakai.,1,2023-09-09
user_24743,Lampu Tidur,"Barang cacat, sangat mengecewakan.",2,2023-03-03
user_17831,Powerbank,Penjual tidak merespon chat.,2,2023-05-05
user_8707,Makeup Set,Ukuran tidak sesuai deskripsi.,3,2024-12-22
user_23059,Mouse Wireless,Packing asal-asalan.,2,2024-05-02
user_18118,Parfum Wanita,Barang tidak berfungsi dengan baik.,3,2024-03-26
user_13519,Makeup Set,"Beli karena review bagus, ternyata zonk.",2,2023-12-03
user_19039,Sepatu Sneakers,Barang tidak berfungsi dengan baik.,3,2024-09-08
user_2135,Smartphone Android,Packing asal-asalan.,1,2023-11-22
user_15057,Headset Gaming,Warna tidak sesuai pesanan.,3,2023-03-24
user_4098,Kursi Lipat,Baru dipakai sebentar sudah rusak.,1,2024-09-10
user_21850,Rak Sepatu,Tidak direkomendasikan sama sekali.,2,2024-09-26
user_16098,Flashdisk 64GB,"Barang cacat, sangat mengecewakan.",2,2023-10-18
user_2300,Kemeja Pria,Baru dipakai sebentar sudah rusak.,2,2023-04-07
user_5526,Kemeja Pria,"Barang cacat, sangat mengecewakan.",2,2024-04-26
user_24290,Jam Tangan Digital,"Barang cacat, sangat mengecewakan.",2,2024-09-26
user_438,Sepatu Sneakers,Barang tidak berfungsi dengan baik.,2,2024-09-13
user_10874,Flashdisk 64GB,Terlalu mahal untuk kualitas seperti ini.,3,2023-09-19
user_10389,Tas Wanita,Barang tidak berfungsi dengan baik.,2,2024-04-07
user_16837,Celana Jeans,Packing asal-asalan.,1,2024-05-07
user_19100,Sepatu Sneakers,"Servis buruk, tidak profesional.",2,2023-10-26
user_13583,Makeup Set,"Barang palsu, bukan original.",2,2023-08-03
user_6066,Lampu Tidur,Sudah komplain tapi tidak ada solusi.,3,2023-02-20
user_7603,Headset Gaming,Tidak direkomendasikan sama sekali.,1,2024-07-08
user_7135,Celana Jeans,Packing asal-asalan.,3,2023-02-18
user_5853,Buku Catatan,"Barang palsu, bukan original.",3,2023-11-10
user_19701,Mouse Wireless,Tidak direkomendasikan sama sekali.,3,2023-05-09
user_8476,Sepatu Sneakers,Terlalu mahal untuk kualitas seperti ini.,2,2024-02-24
user_619,Sepatu Sneakers,Produk kotor dan tidak layak pakai.,3,2024-06-16
user_12043,Skincare Serum,Produk tidak sesuai gambar.,2,2024-06-24
user_18349,Skincare Serum,"Barang palsu, bukan original.",2,2023-12-18
user_9923,Headset Gaming,"Barang cacat, sangat mengecewakan.",1,2023-10-27
user_21978,Sepatu Sneakers,Produk tidak sesuai gambar.,2,2024-06-12
user_21149,Kursi Lipat,Tidak direkomendasikan sama sekali.,1,2023-02-23
user_2972,Smartphone Android,Barang rusak saat diterima.,2,2024-06-04
user_14694,Keyboard Mechanical,Baru dipakai sebentar sudah rusak.,1,2023-04-22
user_23424,Kursi Lipat,Terlalu mahal untuk kualitas seperti ini.,3,2023-03-04
user_15300,Lampu Tidur,Barang tidak berfungsi dengan baik.,2,2024-11-22
user_20567,Parfum Wanita,"Servis buruk, tidak profesional.",3,2023-05-03
user_17216,Headset Gaming,Packing asal-asalan.,2,2023-01-01
user_8902,Kemeja Pria,Sudah komplain tapi tidak ada solusi.,3,2023-01-01
user_8481,Headset Gaming,Baru dipakai sebentar sudah rusak.,1,2023-05-08
user_8027,Jam Tangan Digital,"Barang palsu, bukan original.",1,2024-04-06
user_13762,Flashdisk 64GB,Produk kotor dan tidak layak pakai.,3,2023-05-22
user_21588,Mouse Wireless,Terlalu mahal untuk kualitas seperti ini.,3,2024-02-14
user_23803,Flashdisk 64GB,Warna tidak sesuai pesanan.,1,2023-01-20
user_4455,Rak Sepatu,Rating tinggi tapi kualitas rendah.,2,2024-10-20
user_8544,Kursi Lipat,"Beli karena review bagus, ternyata zonk.",3,2023-09-23
user_20637,Meja Belajar,Warna tidak sesuai pesanan.,3,2023-05-26
user_4411,Powerbank,Kualitas sangat buruk.,3,2024-10-24
user_13242,Smartphone Android,Ukuran tidak sesuai deskripsi.,3,2023-12-19
user_8062,Kemeja Pria,Sudah komplain tapi tidak ada solusi.,3,2023-08-03
user_22600,Kemeja Pria,Produk tidak sesuai gambar.,2,2023-05-31
user_5347,Buku Catatan,Packing asal-asalan.,1,2024-03-31
user_16533,Parfum Wanita,Terlalu mahal untuk kualitas seperti ini.,1,2023-01-31
user_2156,Flashdisk 64GB,Barang tidak berfungsi dengan baik.,1,2024-11-13
user_16682,Rak Sepatu,"Barang cacat, sangat mengecewakan.",1,2024-12-10
user_2282,Kursi Lipat,"Barang cacat, sangat mengecewakan.",3,2023-06-17
user_21264,Headset Gaming,Tidak direkomendasikan sama sekali.,2,2023-08-30
user_11282,Powerbank,Warna tidak sesuai pesanan.,2,2024-04-17
user_6471,Makeup Set,Packing asal-asalan.,1,2024-06-01
user_24121,Kemeja Pria,"Servis buruk, tidak profesional.",2,2023-04-28
user_964,Lampu Tidur,Terlalu mahal untuk kualitas seperti ini.,3,2024-06-13
user_12776,Headset Gaming,"Beli karena review bagus, ternyata zonk.",2,2023-12-14
user_3041,Lampu Tidur,Barang tidak berfungsi dengan baik.,1,2024-05-06
user_556,Jam Tangan Digital,Pengiriman sangat lama.,2,2023-01-03
user_11486,Buku Catatan,Produk kotor dan tidak layak pakai.,1,2023-07-02
user_16045,Skincare Serum,"Barang cacat, sangat mengecewakan.",2,2023-11-29
user_13048,Makeup Set,Baru dipakai sebentar sudah rusak.,3,2024-04-18
user_8348,Meja Belajar,Kualitas sangat buruk.,1,2024-10-11
user_6768,Mouse Wireless,"Servis buruk, tidak profesional.",2,2024-08-12
user_20964,Kemeja Pria,Baru dipakai sebentar sudah rusak.,3,2023-09-12
user_3572,Kaos Polos,Produk tidak sesuai gambar.,2,2024-11-03
user_21108,Parfum Wanita,Barang rusak saat diterima.,3,2024-01-24
user_20650,Keyboard Mechanical,Produk tidak sesuai gambar.,3,2023-10-22
user_17057,Smartphone Android,Sudah komplain tapi tidak ada solusi.,1,2024-01-31
user_4257,Lampu Tidur,Pengiriman sangat lama.,2,2024-12-30
user_11225,Parfum Wanita,Pengiriman sangat lama.,1,2023-01-01
user_19194,Headset Gaming,Kualitas sangat buruk.,1,2023-01-25
user_12284,Powerbank,Sudah komplain tapi tidak ada solusi.,3,2024-08-17
user_12377,Headset Gaming,Kualitas sangat buruk.,3,2024-06-17
user_9705,Tas Wanita,"Servis buruk, tidak profesional.",2,2024-06-24
user_20173,Skincare Serum,"Mantap, gak nyesel beli di sini.",4,2023-02-03
user_14331,Lampu Tidur,"Pelayanan cepat, packing aman, produk oke!",5,2023-04-03
user_17780,Tas Wanita,Warna dan bentuk persis seperti di gambar.,5,2023-02-05
user_8954,Jam Tangan Digital,Packing rapi dan aman sampai tujuan.,5,2024-05-23
